PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,PARKDIST,HOSPDIST,WARD,TABSYSTEM,TABMODEL,MAILBALLOT,7AM,EDR,SIGNATURES,REGMILOVAB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSSWP,USPRSCP,USPRSCG,USPRSGP,USPRSGR,USPRSSL,USPRSJP,USPRSWI,USPRSTOTAL,USSENIP,USSENR,USSENDFL,USSENGR,USSENMOP,USSENWI,USSENTOTAL,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENIP,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,MNCA2YES,MNCA2NO,MNCA2EST,MNCA2TOTAL,VTDID
BLAINE W-1 P-5,0325,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1889,382,1763,84,2,0,1849,889,918,28,0,1,0,3,1,0,0,3,1843,39,593,1129,21,8,3,1793,0,812,965,6,1783,0,877,878,2,1757,0,896,809,2,1707,890,926,33,1849,1016,801,32,1849,270030325
BLAINE W-1 P-6,0330,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1122,158,953,114,0,0,1067,558,482,16,0,2,0,5,0,0,0,2,1065,27,363,620,11,4,1,1026,0,492,523,2,1017,0,518,464,1,983,0,547,417,0,964,510,538,19,1067,564,477,26,1067,270030330
BLAINE W-1 P-7,0335,Blaine,Anoka,2,6,38,38A,06,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1096,224,999,55,1,0,1055,499,519,14,0,3,1,4,1,0,2,6,1049,28,314,648,14,10,2,1016,0,436,568,7,1011,0,466,502,4,972,0,502,462,4,968,511,535,9,1055,556,487,12,1055,270030335
BLAINE W-1 P-8,0340,Blaine,Anoka,2,6,38,38A,06,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1276,220,1129,68,0,0,1197,577,585,14,2,4,1,2,2,0,3,4,1194,38,351,755,16,3,0,1163,0,482,663,3,1148,0,510,599,1,1110,0,592,512,1,1105,569,623,5,1197,606,582,9,1197,270030340
BLAINE W-2 P-1,0405,Blaine,Anoka,2,6,37,37A,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1267,228,1121,80,0,0,1201,522,647,14,0,1,1,4,0,0,1,8,1198,32,294,813,14,6,0,1159,0,458,677,9,1144,0,493,651,3,1147,0,480,635,4,1119,601,589,11,1201,581,609,11,1201,270030405
BLAINE W-2 P-2A,0410,Blaine,Anoka,2,6,37,37A,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1174,254,1094,57,0,0,1151,540,585,9,0,0,0,3,2,0,1,5,1145,39,332,729,9,5,0,1114,0,474,618,5,1097,0,513,587,1,1101,0,502,556,1,1059,556,578,17,1151,620,507,24,1151,270030410
BLAINE W-2 P-2B,0415,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1435,294,1295,85,0,0,1380,612,733,12,1,4,0,5,3,0,1,6,1377,23,369,932,17,7,0,1348,0,539,774,3,1316,0,568,731,4,1303,0,632,652,2,1286,700,675,5,1380,689,680,11,1380,270030415
BLAINE W-2 P-3,0420,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1393,243,1258,91,0,0,1349,558,762,13,0,1,0,6,1,0,0,2,1343,51,307,897,25,4,1,1285,0,473,779,3,1255,0,539,697,3,1239,0,532,653,7,1192,673,658,18,1349,647,676,26,1349,270030420
BLAINE W-2 P-4A,0425,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1595,352,1452,112,0,0,1564,743,794,13,0,0,1,5,0,0,1,1,1558,33,478,992,11,3,0,1517,0,629,879,2,1510,0,709,767,1,1477,0,756,680,3,1439,713,835,16,1564,810,729,25,1564,270030425
BLAINE W-2 P-4B,0430,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1343,195,1146,152,1,1,1300,695,569,16,0,1,0,6,0,0,1,3,1291,31,479,750,4,3,1,1268,0,619,647,3,1269,0,687,554,0,1241,0,740,468,0,1208,638,640,22,1300,685,596,19,1300,270030430
BLAINE W-2 P-5,0435,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1105,198,1018,93,0,0,1111,664,417,15,0,0,0,2,1,0,1,7,1107,17,437,611,8,0,3,1076,0,577,490,6,1073,0,627,426,3,1056,0,660,369,3,1032,594,512,5,1111,674,428,9,1111,270030435
BLAINE W-2 P-6,0440,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1820,346,1637,223,3,0,1863,1082,755,15,0,1,0,4,0,0,0,3,1860,41,757,1000,13,5,0,1816,0,945,852,6,1803,0,1080,699,6,1785,0,1133,614,3,1750,895,940,28,1863,1080,751,32,1863,270030440
BLAINE W-3 P-1,0505,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1481,264,1307,71,0,0,1378,577,749,18,1,2,0,6,7,1,2,13,1376,48,346,903,24,7,1,1329,0,511,802,5,1318,0,559,740,3,1302,0,587,682,3,1272,643,718,17,1378,682,675,21,1378,270030505
BLAINE W-3 P-2,0510,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1490,243,1330,77,0,0,1407,646,708,35,0,2,0,5,1,0,1,6,1404,40,411,903,13,9,1,1377,0,593,767,5,1365,0,609,739,3,1351,0,651,671,4,1326,670,724,13,1407,731,663,13,1407,270030510
BLAINE W-3 P-3,0515,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1426,475,1381,75,0,0,1456,640,772,15,0,1,1,8,3,0,0,13,1453,47,411,915,16,12,3,1404,0,569,820,5,1394,0,622,744,2,1368,0,637,699,6,1342,720,724,12,1456,756,686,14,1456,270030515
BLAINE W-3 P-4,0520,Blaine,Anoka,2,6,37,37B,02,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1776,293,1582,133,2,0,1717,820,849,21,2,3,1,8,1,1,0,7,1713,35,526,1079,24,5,0,1669,0,732,905,10,1647,0,781,832,7,1620,0,816,759,2,1577,876,827,14,1717,924,770,23,1717,270030520
BLAINE W-3 P-5,0525,Blaine,Anoka,2,6,37,37B,02,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1480,318,1332,99,0,0,1431,676,725,12,0,3,3,6,0,0,0,1,1426,30,406,924,18,4,1,1383,0,578,783,4,1365,0,616,726,4,1346,0,665,646,3,1314,687,732,12,1431,737,675,19,1431,270030525
BLAINE W-3 P-6,0530,Blaine,Anoka,2,6,37,37B,02,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1933,436,1868,169,0,0,2037,1121,861,17,0,3,2,10,6,0,1,8,2029,53,718,1190,19,5,1,1986,0,974,990,6,1970,0,1049,880,5,1934,0,1126,769,4,1899,972,1049,16,2037,1111,912,14,2037,270030530
BLAINE W-3 P-7,0535,Blaine,Anoka,2,6,37,37B,03,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1993,523,1880,166,2,0,2048,1008,1000,21,1,2,0,6,0,0,2,4,2044,40,652,1260,18,8,1,1979,0,882,1073,2,1957,0,944,979,1,1924,0,1038,835,0,1873,964,1050,34,2048,1101,916,31,2048,270030535
BLAINE W-3 P-8,0540,Blaine,Anoka,2,6,38,38A,06,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,364,138,408,35,0,0,443,266,168,3,0,0,0,3,1,0,1,1,443,13,172,242,5,1,0,433,0,227,206,1,434,0,234,189,0,423,0,252,158,2,412,215,226,2,443,264,175,4,443,270030540
CENTERVILLE P-1,0605,Centerville,Anoka,2,6,38,38A,06,10,4003,,,,Precinct Tabulator,Accuvote,,2328,338,2067,158,2,0,2227,1275,906,29,0,0,2,4,1,0,1,3,2221,46,777,1312,19,4,1,2159,0,1109,1048,3,2160,0,1136,903,2,2041,0,1203,819,0,2022,1110,1097,20,2227,1281,923,23,2227,270030605
CIRCLE PINES P-1,0705,Circle Pines,Anoka,2,6,38,38A,06,10,4003,,,,Precinct Tabulator,Accuvote,,1251,186,1109,54,6,0,1169,520,610,23,0,2,0,6,3,1,0,3,1168,41,309,764,13,10,0,1137,0,470,656,2,1128,0,484,599,2,1085,0,565,517,1,1083,570,584,15,1169,583,571,15,1169,270030705
CIRCLE PINES P-2,0710,Circle Pines,Anoka,2,6,38,38A,06,10,4003,,,,Precinct Tabulator,Accuvote,,2196,249,1799,184,1,0,1984,920,1017,22,0,1,2,6,0,0,2,7,1977,44,624,1230,19,8,1,1926,0,831,1082,4,1917,0,907,946,4,1857,0,984,876,3,1863,887,1084,13,1984,950,1016,18,1984,270030710
COLUMBIA HEIGHTS P-1,0805,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1614,353,1465,76,4,0,1545,409,1087,20,2,2,0,9,3,1,3,5,1541,37,266,1123,35,14,1,1476,0,415,1019,2,1436,0,381,1046,3,1430,0,288,909,1,1419,666,848,31,1545,609,899,37,1545,270030805
COLUMBIA HEIGHTS P-2,0810,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1367,316,1215,51,0,0,1266,362,860,25,1,1,1,8,1,0,1,6,1266,40,238,892,31,6,4,1211,0,357,809,2,1168,0,326,826,2,1154,0,226,721,3,1150,516,732,18,1266,516,718,32,1266,270030810
COLUMBIA HEIGHTS P-3,0815,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1308,310,1185,74,1,0,1260,351,866,19,0,1,2,8,1,0,2,3,1253,31,207,921,28,8,0,1195,0,330,820,0,1150,0,282,860,6,1148,0,224,749,3,1137,537,691,32,1260,475,738,47,1260,270030815
COLUMBIA HEIGHTS P-4,0820,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1393,340,1175,85,3,0,1263,386,842,19,0,0,0,2,2,0,2,4,1257,30,268,866,17,15,0,1196,0,379,792,5,1176,0,360,797,1,1158,0,272,734,3,1160,613,615,35,1263,557,658,48,1263,270030820
COLUMBIA HEIGHTS P-5,0825,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1363,249,1122,137,0,0,1259,421,792,18,0,6,2,3,0,0,1,5,1248,22,298,874,8,5,2,1209,0,410,752,3,1165,0,381,779,4,1164,0,275,700,3,1165,605,630,24,1259,529,694,36,1259,270030825
COLUMBIA HEIGHTS P-6,0830,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1176,147,1037,78,5,0,1120,447,640,15,1,1,0,4,0,0,3,3,1114,26,281,761,9,12,0,1089,0,437,615,0,1052,0,398,654,0,1052,0,289,591,0,1046,455,647,18,1120,482,621,17,1120,270030830
COLUMBIA HEIGHTS P-7,0835,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1275,292,1140,95,0,0,1235,365,830,15,2,3,1,6,3,1,1,7,1234,35,234,888,22,5,0,1184,0,339,791,3,1133,0,322,823,4,1149,0,245,720,2,1141,556,663,16,1235,508,703,24,1235,270030835
COLUMBIA HEIGHTS P-8,0840,Columbia Heights,Anoka,2,5,41,41B,04,10,4003,,,,Precinct Tabulator,Accuvote,,1246,276,1092,58,2,0,1152,375,746,16,0,3,0,3,1,0,1,4,1149,50,220,817,18,8,2,1115,0,366,703,4,1073,0,323,748,2,1073,0,254,658,1,1070,492,648,12,1152,479,652,21,1152,270030840
COLUMBUS P-1,0905,Columbus,Anoka,2,6,31,31B,06,10,4003,,,,Precinct Tabulator,Accuvote,,2645,287,2334,185,0,0,2519,1469,985,20,2,3,0,11,4,0,2,14,2510,71,919,1434,28,10,2,2464,0,1272,1158,5,2435,0,1352,990,4,2346,0,1356,971,3,2330,1494,1010,15,2519,1502,997,20,2519,270030905
COON RAPIDS W-1 P-1,1005,Coon Rapids,Anoka,2,3,35,35B,07,10,4003,,,W-01,Precinct Tabulator,Accuvote,,2455,389,2215,176,0,1,2392,1252,1086,23,0,4,0,7,1,0,1,8,2382,52,828,1418,19,2,1,2320,0,1354,883,4,2241,0,1201,1019,3,2223,0,1203,982,4,2189,1257,1111,24,2392,1327,1040,25,2392,270031005
COON RAPIDS W-1 P-2,1010,Coon Rapids,Anoka,2,3,35,35B,07,10,4003,,,W-01,Precinct Tabulator,Accuvote,,2226,355,1993,173,0,0,2166,1163,966,13,2,3,1,3,0,1,1,7,2160,51,772,1251,20,8,3,2105,0,1282,762,3,2047,0,1119,901,3,2023,0,1092,910,3,2005,1064,1081,21,2166,1189,953,24,2166,270031010
COON RAPIDS W-1 P-3,1015,Coon Rapids,Anoka,2,3,36,36A,07,10,4003,,,W-01,Precinct Tabulator,Accuvote,,1747,286,1584,112,0,0,1696,811,825,20,1,2,1,12,3,0,0,12,1687,46,537,1040,20,8,1,1652,0,929,668,6,1603,0,795,797,4,1596,0,786,791,6,1583,858,819,19,1696,895,783,18,1696,270031015
COON RAPIDS W-1 P-4,1020,Coon Rapids,Anoka,2,3,36,36A,07,10,4003,,,W-01,Precinct Tabulator,Accuvote,,1178,295,1061,66,1,0,1128,543,547,18,0,1,1,7,0,0,0,6,1123,35,345,689,10,3,1,1083,0,578,480,3,1061,0,499,552,4,1055,0,485,550,2,1037,538,584,6,1128,606,511,11,1128,270031020
COON RAPIDS W-2 P-1,1105,Coon Rapids,Anoka,2,3,35,35B,05,10,4003,,,W-02,Precinct Tabulator,Accuvote,,1706,317,1565,147,2,0,1714,836,858,11,0,0,0,3,0,1,1,2,1712,33,524,1083,9,4,0,1653,0,919,675,0,1594,0,815,758,2,1575,0,788,765,0,1553,871,829,14,1714,906,785,23,1714,270031105
COON RAPIDS W-2 P-2,1110,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-02,Precinct Tabulator,Accuvote,,1174,207,1084,89,0,0,1173,596,548,16,0,1,0,3,1,0,0,7,1172,29,394,710,11,3,0,1147,0,655,459,0,1114,0,591,539,0,1130,0,528,588,0,1116,574,590,9,1173,639,525,9,1173,270031110
COON RAPIDS W-2 P-3,1115,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-02,Precinct Tabulator,Accuvote,,1891,352,1729,152,1,0,1882,918,921,19,0,4,0,6,1,0,3,7,1879,47,609,1146,15,7,1,1825,0,984,780,3,1767,0,842,928,4,1774,0,769,990,2,1761,910,952,20,1882,985,879,18,1882,270031115
COON RAPIDS W-2 P-4,1120,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-02,Precinct Tabulator,Accuvote,,1294,193,1091,72,1,0,1164,536,579,25,0,1,1,8,2,0,0,5,1157,40,349,729,14,4,0,1136,0,597,500,0,1097,0,474,633,1,1108,0,487,603,1,1091,551,603,10,1164,582,572,10,1164,270031120
COON RAPIDS W-2 P-5,1125,Coon Rapids,Anoka,2,3,36,36A,05,10,4003,,,W-02,Precinct Tabulator,Accuvote,,1537,428,1265,137,1,0,1403,572,786,11,0,5,0,9,1,0,1,9,1394,31,357,922,20,8,0,1338,0,661,626,3,1290,0,531,746,4,1281,0,505,743,5,1253,657,733,13,1403,698,681,24,1403,270031125
COON RAPIDS W-3 P-1,1205,Coon Rapids,Anoka,2,3,36,36B,07,10,4003,,,W-03,Precinct Tabulator,Accuvote,,1586,383,1494,70,2,0,1566,683,835,16,0,0,1,7,4,0,1,10,1557,46,438,1012,13,10,1,1520,0,759,697,2,1458,0,607,857,3,1467,105,558,790,2,1455,771,780,15,1566,810,736,20,1566,270031205
COON RAPIDS W-3 P-2,1210,Coon Rapids,Anoka,2,3,36,36B,05,10,4003,,,W-03,Precinct Tabulator,Accuvote,,1669,410,1529,76,0,0,1605,778,777,24,0,5,1,7,2,0,0,5,1599,38,466,1004,22,7,1,1538,0,816,674,4,1494,0,668,794,4,1466,89,606,756,6,1457,797,788,20,1605,825,751,29,1605,270031210
COON RAPIDS W-3 P-3,1215,Coon Rapids,Anoka,2,3,36,36B,05,10,4003,,,W-03,Precinct Tabulator,Accuvote,,1608,416,1387,125,0,0,1512,658,796,21,3,5,0,12,3,1,0,8,1507,52,447,922,22,17,1,1461,0,732,673,3,1408,0,619,782,3,1404,85,530,779,3,1397,748,740,24,1512,762,719,31,1512,270031215
COON RAPIDS W-3 P-4,1220,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-03,Precinct Tabulator,Accuvote,,1602,397,1434,64,3,0,1501,596,839,20,1,2,0,10,3,0,1,14,1486,42,355,1012,21,7,3,1440,0,654,723,3,1380,0,560,836,4,1400,0,563,813,3,1379,711,777,13,1501,749,730,22,1501,270031220
COON RAPIDS W-4 P-1,1305,Coon Rapids,Anoka,2,3,36,36A,07,10,4003,,,W-04,Precinct Tabulator,Accuvote,,1723,302,1504,114,0,0,1618,759,819,20,0,0,0,12,0,0,0,3,1613,37,484,1035,9,9,0,1574,0,849,676,1,1526,0,693,822,0,1515,0,698,799,0,1497,791,816,11,1618,860,744,14,1618,270031305
COON RAPIDS W-4 P-2,1310,Coon Rapids,Anoka,2,3,36,36A,07,10,4003,,,W-04,Precinct Tabulator,Accuvote,,1678,349,1517,104,1,0,1622,747,831,22,0,4,0,5,1,0,1,6,1617,34,499,1028,9,5,1,1576,0,829,695,2,1526,0,689,830,5,1524,0,689,803,2,1494,785,822,15,1622,809,790,23,1622,270031310
COON RAPIDS W-4 P-3,1315,Coon Rapids,Anoka,2,3,36,36A,07,10,4003,,,W-04,Precinct Tabulator,Accuvote,,1516,304,1338,131,2,0,1471,638,801,13,0,3,2,6,0,0,1,4,1468,42,409,948,22,7,1,1429,0,716,657,2,1375,0,592,790,2,1384,0,584,783,1,1368,699,760,12,1471,708,740,23,1471,270031315
COON RAPIDS W-4 P-4,1320,Coon Rapids,Anoka,2,3,36,36B,07,10,4003,,,W-04,Precinct Tabulator,Accuvote,,2209,404,2054,121,0,0,2175,996,1130,20,2,5,1,8,2,1,1,7,2173,70,662,1336,18,14,2,2102,0,1074,947,6,2027,0,908,1109,6,2023,107,807,1117,5,2036,1050,1098,27,2175,1079,1068,28,2175,270031320
COON RAPIDS W-5 P-1,1405,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-05,Precinct Tabulator,Accuvote,,1737,279,1542,84,1,0,1627,706,863,19,2,2,1,9,8,0,1,8,1619,51,429,1068,20,6,1,1575,0,772,749,2,1523,0,650,895,6,1551,0,605,924,3,1532,797,815,15,1627,814,798,15,1627,270031405
COON RAPIDS W-5 P-2,1410,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-05,Precinct Tabulator,Accuvote,,1953,310,1776,81,2,0,1859,822,975,25,1,7,0,7,5,0,1,12,1855,40,507,1213,22,13,0,1795,0,912,819,5,1736,0,770,979,2,1751,0,722,1009,3,1734,855,979,25,1859,955,886,18,1859,270031410
COON RAPIDS W-5 P-3,1415,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-05,Precinct Tabulator,Accuvote,,1157,288,1057,57,0,0,1114,472,613,11,0,1,0,6,0,0,0,8,1111,30,304,745,11,2,0,1092,0,527,525,0,1052,0,434,614,1,1049,0,429,608,0,1037,502,602,10,1114,539,567,8,1114,270031415
COON RAPIDS W-5 P-4,1420,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-05,Precinct Tabulator,Accuvote,,875,249,756,57,0,0,813,331,457,6,1,4,1,2,0,0,3,4,809,18,202,540,16,2,1,779,0,358,390,0,748,0,312,439,0,751,0,297,447,0,744,396,409,8,813,362,437,14,813,270031420
COON RAPIDS W-5 P-5,1425,Coon Rapids,Anoka,2,3,37,37A,05,10,4003,,,W-05,Precinct Tabulator,Accuvote,,1525,215,1369,92,0,0,1461,651,765,17,0,2,2,5,2,0,0,9,1453,20,399,973,18,5,0,1415,0,730,642,3,1375,0,580,788,3,1371,0,591,741,1,1333,703,736,22,1461,704,729,28,1461,270031425
EAST BETHEL P-1,1505,East Bethel,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,2169,387,1952,135,0,0,2087,1215,815,24,2,3,0,5,7,0,1,9,2081,59,763,1164,29,14,1,2030,0,1074,938,4,2016,0,1051,931,4,1986,0,1160,789,5,1954,1231,840,16,2087,1256,812,19,2087,270031505
EAST BETHEL P-2,1510,East Bethel,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,2299,397,2067,138,3,0,2208,1222,922,28,0,3,1,10,4,0,2,10,2202,69,758,1276,29,12,4,2148,0,1098,1024,10,2132,0,1111,965,2,2078,0,1193,865,4,2062,1272,919,17,2208,1334,845,29,2208,270031510
EAST BETHEL P-3,1515,East Bethel,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,2030,337,1830,132,2,0,1964,1159,760,23,1,3,0,7,4,0,0,2,1959,54,693,1108,22,9,1,1887,0,1025,870,5,1900,0,1013,823,1,1837,0,1069,724,3,1796,1090,857,17,1964,1198,744,22,1964,270031515
FRIDLEY W-1 P-1,1605,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1337,233,1165,80,1,0,1246,513,705,10,0,0,1,5,1,0,1,8,1244,23,340,830,16,4,0,1213,0,486,689,3,1178,0,492,683,1,1176,0,482,705,1,1188,580,655,11,1246,582,649,15,1246,270031605
FRIDLEY W-1 P-2,1610,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1313,145,1160,65,3,0,1228,510,682,16,0,2,1,5,1,0,1,8,1226,29,318,825,13,8,2,1195,0,471,686,5,1162,0,470,678,5,1153,0,462,694,8,1164,615,603,10,1228,554,650,24,1228,270031610
FRIDLEY W-1 P-3,1615,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1433,279,1220,107,0,0,1327,433,858,14,0,3,2,6,0,0,1,1,1318,31,265,953,16,8,0,1273,0,411,813,3,1227,0,380,852,0,1232,0,394,834,1,1229,583,730,14,1327,570,729,28,1327,270031615
FRIDLEY W-1 P-4,1620,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-01,Precinct Tabulator,Accuvote,,1187,258,1053,63,0,0,1116,384,712,6,1,1,0,4,1,0,1,3,1113,25,248,780,18,10,0,1081,0,357,687,0,1044,0,327,721,0,1048,0,339,702,0,1041,478,612,26,1116,468,618,30,1116,270031620
FRIDLEY W-2 P-1,1705,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1134,250,995,40,0,0,1035,372,635,15,1,3,0,3,1,0,0,4,1034,41,244,687,15,11,4,1002,0,360,587,4,951,0,348,619,2,969,0,353,613,2,968,475,540,20,1035,476,541,18,1035,270031705
FRIDLEY W-2 P-2,1710,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,982,258,911,61,0,0,972,307,636,11,0,0,1,4,0,0,1,8,968,15,186,706,16,5,2,930,0,295,600,3,898,0,300,590,2,892,0,274,622,2,898,446,515,11,972,394,567,11,972,270031710
FRIDLEY W-2 P-3,1715,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1501,247,1358,108,8,0,1474,565,867,23,0,1,1,4,4,0,1,5,1471,37,422,954,9,5,1,1428,0,568,824,1,1393,0,574,800,1,1375,0,541,844,2,1387,646,804,24,1474,659,788,27,1474,270031715
FRIDLEY W-2 P-4,1720,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-02,Precinct Tabulator,Accuvote,,1438,253,1327,97,1,0,1425,535,851,15,0,1,0,9,1,0,1,5,1418,25,360,998,8,4,2,1397,0,514,837,4,1355,0,509,838,3,1350,0,507,834,0,1341,573,839,13,1425,574,831,20,1425,270031720
FRIDLEY W-3 P-1,1805,Fridley,Anoka,2,5,41,41A,05,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1257,331,1113,77,0,0,1190,423,725,22,1,1,0,5,3,1,1,5,1187,46,273,808,19,9,1,1156,0,393,704,3,1100,0,391,713,4,1108,0,391,710,4,1105,545,633,12,1190,526,641,23,1190,270031805
FRIDLEY W-3 P-2,1810,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1617,278,1416,99,3,0,1518,599,875,20,0,1,0,8,1,1,1,10,1516,36,432,997,9,4,3,1481,0,597,845,3,1445,0,565,860,3,1428,0,565,854,7,1426,691,802,25,1518,669,826,23,1518,270031810
FRIDLEY W-3 P-3,1815,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,885,345,796,57,0,0,853,246,580,10,0,1,0,7,1,1,0,4,850,24,166,605,19,9,2,825,0,232,556,0,788,0,227,554,4,785,0,226,552,1,779,379,458,16,853,353,488,12,853,270031815
FRIDLEY W-3 P-4,1820,Fridley,Anoka,2,5,41,41A,04,10,4003,,1420,W-03,Precinct Tabulator,Accuvote,,1042,261,912,59,1,0,972,318,622,11,0,1,0,7,3,1,0,6,969,33,199,682,12,5,0,931,0,293,596,1,890,0,286,619,1,906,0,274,610,1,885,462,498,12,972,420,535,17,972,270031820
HAM LAKE P-1,1905,Ham Lake,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,1314,202,1127,93,1,0,1221,699,490,14,0,1,1,5,3,0,1,4,1218,35,439,698,12,5,1,1190,0,631,545,5,1181,0,666,483,1,1150,0,653,473,3,1129,719,490,12,1221,725,476,20,1221,270031905
HAM LAKE P-2,1910,Ham Lake,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,2016,255,1694,222,0,0,1916,1166,709,21,0,0,0,3,2,0,1,14,1916,57,734,1058,14,5,2,1870,0,1029,823,5,1857,0,1140,663,5,1808,0,1098,655,6,1759,1145,762,9,1916,1174,722,20,1916,270031910
HAM LAKE P-3A,1915,Ham Lake,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,1736,314,1621,105,0,0,1726,1037,646,21,0,1,0,10,2,0,1,5,1723,44,700,922,18,8,1,1693,0,955,717,3,1675,0,1011,606,1,1618,0,1012,579,1,1592,1003,708,15,1726,1089,621,16,1726,270031915
HAM LAKE P-4A,1920,Ham Lake,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,1616,217,1365,156,2,0,1523,922,562,21,1,1,0,2,1,0,0,6,1516,33,624,815,11,4,0,1487,0,830,643,2,1475,0,914,528,2,1444,0,906,509,3,1418,895,617,11,1523,954,559,10,1523,270031920
HAM LAKE P-5,1925,Ham Lake,Anoka,2,6,31,31B,02,10,4003,,,,Precinct Tabulator,Accuvote,,1230,168,1131,93,0,0,1224,808,399,13,0,0,0,0,1,0,0,2,1223,20,535,632,7,0,1,1195,0,689,498,2,1189,0,748,401,1,1150,0,732,384,1,1117,722,493,9,1224,776,434,14,1224,270031925
